Question,Answer
Nuray Öksüz Polat kimdir?,"Nuray Öksüz Polat Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yeniçağ Tarihi, Yeniçağ Osmanlı Tarihi, Osmanlı Tarihi"
Asiye Merve Nur Erdoğan kimdir?,"Asiye Merve Nur Erdoğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme, Yapay Zeka"
Onur Aktaş kimdir?,Onur Aktaş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Cebirsel ve Diferansiyel Geometri
Yakubu Issaku kimdir?,Yakubu Issaku Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Burak Alperen Bahçeci kimdir?,"Burak Alperen Bahçeci Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Örüntü Tanıma, Derin Öğrenme, Makine Öğrenmesi Algoritmaları, Doğal Dil İşleme, Yapay Zeka (Diğer)"
Tuba Dinç kimdir?,"Tuba Dinç Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Operatör Cebirleri ve Fonksiyonel Analiz, Temel Matematik (Diğer), Yaklaşım Teorisi ve Asimptotik Yöntemler, Uygulamalı Matematik (Diğer)"
Mübin Özercan kimdir?,Mübin Özercan Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gastroenteroloji ve Hepatoloji
İncilay Çakıl kimdir?,"İncilay Çakıl Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ortadoğu Çalışmaları, Türkiye Cumhuriyeti Tarihi"
Selman Yılmaz kimdir?,Selman Yılmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fizik Eğitimi
Canada Sarms kimdir?,Canada Sarms Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Habip Şahin kimdir?,Habip Şahin Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Zeynep Ceylin Ecer kimdir?,"Zeynep Ceylin Ecer Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beşeri Coğrafya, Kırsal ve Bölgesel Coğrafya, Türkiye Beşeri Coğrafyası, Fiziksel Coğrafya ve Çevre Jeolojisi"
Hakan Doğan kimdir?,Hakan Doğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Georgepalm Georgepalm kimdir?,Georgepalm Georgepalm Fırat Üniversite kurumunda Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
İmdat Kaplan kimdir?,İmdat Kaplan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hidrobiyoloji
Nida Badıllı kimdir?,Nida Badıllı Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Dölerme ve Suni Tohumlama
Suat Taş kimdir?,"Suat Taş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Adli Bilişim, Dijital Adli Tıp"
Berna Turan kimdir?,Berna Turan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Melih Demir kimdir?,Melih Demir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Gamze Gül Kaygusuz kimdir?,"Gamze Gül Kaygusuz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görsel Tasarım, Göstergebilim"
Medine Güngör kimdir?,Medine Güngör Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sanat Tarihi
Muhammed Emre Boz kimdir?,"Muhammed Emre Boz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Değerler Eğitimi, Okul Öncesi Eğitim, Çok Kültürlü Eğitim, Eğitim Programları ve Öğretim (Diğer)"
Metin Çağlar kimdir?,Metin Çağlar Fırat Üniversite kurumunda Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tatlı Su Ekolojisi
Zehra Özdemir kimdir?,Zehra Özdemir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Matematik (Diğer)
Ayşenur Çil kimdir?,"Ayşenur Çil Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kanser Biyolojisi, Gen İfadesi, Moleküler Genetik, Genetik (Diğer), Hayvan Hücresi ve Moleküler Biyoloji"
Savaş Tunçer kimdir?,Savaş Tunçer Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka (Diğer)
Nurullah Doğan kimdir?,"Nurullah Doğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Derin Öğrenme, Makine Öğrenme (Diğer), Yapay Zeka (Diğer), Gömülü Sistemler"
Muhammad Sani Danladı kimdir?,"Muhammad Sani Danladı Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Öğrenme, Yapay Zeka, Bilgisayar Yazılımı"
Uğur Celayir kimdir?,Uğur Celayir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Siyaset Bilimi
Sefa Mülayim kimdir?,"Sefa Mülayim Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genetik, İmmünoloji, Tıbbi Parazitoloji"
Adem Kuzu kimdir?,"Adem Kuzu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Karar Desteği ve Grup Destek Sistemleri, Görüntü İşleme, Makine Öğrenme, Yapay Görme, Sağlıkta Bilgi İşleme, Yapay Zeka, Bilgisayar Yazılımı"
Murat Apaydın kimdir?,"Murat Apaydın Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Cumhuriyeti Tarihi, Türkiye İktisat Tarihi"
Berat Çete kimdir?,Berat Çete Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çelik Yapılar
Muhammed Eltaleb kimdir?,"Muhammed Eltaleb Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mekatronik Mühendisliği, Mekatronik Sistem Tasarımı, Otomasyon Mühendisliği"
Mesut Afşar kimdir?,Mesut Afşar Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ekolojik Uygulamalar (Diğer)
Furkan Coşkun kimdir?,Furkan Coşkun Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyal Bilgiler Eğitimi
Ahmed Sait Bozyil kimdir?,Ahmed Sait Bozyil Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Fizyoloji (Diğer)
Arzu Bilhan kimdir?,Arzu Bilhan Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İkinci Bir Dil Olarak İngilizce
Eda Bozkurt Tan kimdir?,Eda Bozkurt Tan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim ve Medya Çalışmaları
Tolga Mertyüz kimdir?,"Tolga Mertyüz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Öğrenme, Mekatronik Mühendisliği"
Recep Akgül kimdir?,Recep Akgül Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Cahit Kalkan kimdir?,Cahit Kalkan Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Doğum ve Jinekoloji
Buğra Şen kimdir?,Buğra Şen Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji Sistemleri Mühendisliği
Erhan Özmen kimdir?,"Erhan Özmen Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitimde Program Geliştirme, Eğitimde Program Değerlendirme, Öğretim Teknolojileri"
Remzi Ergin kimdir?,Remzi Ergin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Balık Yetiştiriciliği
Merve Alan kimdir?,Merve Alan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Yönetimi
Muhammed Yıldırım kimdir?,"Muhammed Yıldırım Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Din Eğitimi, Din Felsefesi, Din Sosyolojisi, Din Psikolojisi"
Elif Tekin kimdir?,Elif Tekin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkçe ve Sosyal Bilimler Eğitimi
Dilara Demirbağ kimdir?,Dilara Demirbağ Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Buse Şahin kimdir?,Buse Şahin Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Sinan Admış kimdir?,Sinan Admış Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Video Tasarımı
Mert Çeçen kimdir?,"Mert Çeçen Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Görüşü, Yapay Zeka (Diğer)"
Oğulcan Akyüz kimdir?,Oğulcan Akyüz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Katı Mekanik
Ahmet Çelebi kimdir?,"Ahmet Çelebi Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Eğitim, Video Tasarımı"
Mehdi Karasu kimdir?,Mehdi Karasu Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kardiyoloji
Zülküf Evsan kimdir?,Zülküf Evsan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beden Eğitimi ve Spor Pedagojisi
Cihan Elmas kimdir?,Cihan Elmas Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Burak Çanakcı kimdir?,"Burak Çanakcı Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makroekonomik Teori, Matematiksel İktisat, Mikroekonomik Teori, Büyüme, Enflasyon, Uluslararası Finans, Politik Ekonomi, Uluslararası İktisat (Diğer)"
Selda Bulut kimdir?,Selda Bulut Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genel Jeoloji
Seher Kan kimdir?,Seher Kan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim ve Medya Çalışmaları
Ramazan Aslan kimdir?,"Ramazan Aslan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beşeri Coğrafyada Kent , Uzaktan Algılama"
Ibrahim Mahmoud Sabia Alzobiar kimdir?,Ibrahim Mahmoud Sabia Alzobiar Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kırsal Kalkınma
Ahmet Yılmaz kimdir?,Ahmet Yılmaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kuran-ı Kerim Okuma ve Kıraat
Ahmet Melih Aşan kimdir?,"Ahmet Melih Aşan Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uluslararası Siyaset, Avrupa Çalışmaları, Yakınçağ Avrupa Tarihi"
Dilan Özdoğan kimdir?,Dilan Özdoğan Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yakınçağ Tarihi
Nurdane Ateş kimdir?,Nurdane Ateş Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kırsal ve Bölgesel Coğrafya
Mustafa Yegin kimdir?,Mustafa Yegin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çevre Eğitimi ve Yaygınlaştırılması
Damla Mengus kimdir?,Damla Mengus Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka
Harun Kömürcü kimdir?,Harun Kömürcü Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beyin ve Sinir Cerrahisi (Nöroşirurji)
Niyazi Safa Aksu kimdir?,"Niyazi Safa Aksu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çelik Yapılar, Deprem Mühendisliği"
Batuhan Can kimdir?,Batuhan Can Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Cerrahi
Mustafa İssi kimdir?,"Mustafa İssi Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri, Büyükbaş Hayvan Yetiştirme ve Islahı, Hayvan Beslenmesi, Hayvan Refahı, Balık Yetiştiriciliği, Hayvan Sağlığı Ekonomisi ve İşletmeciliği, Veteriner Anatomi ve Fizyoloji, Veteriner Anesteziyoloji ve Yoğun Bakım, Veteriner Bakteriyoloji, Veteriner Biyokimya, Veteriner Cerrahi, Veteriner Doğum ve Jinekoloji, Veteriner Epidemiyoloji, Veteriner Farmakoloji, Veteriner Gıda Hijyeni ve Teknolojisi, Veteriner Hekimlik, Veteriner Hekimlik Tarihi ve Etik, Veteriner Histoloji ve Embriyolojisi, Veteriner İmmünoloji, Veteriner Mikoloji, Veteriner Mikrobiyolojisi, Veteriner Parazitoloji, Veteriner Patoloji, Veteriner Tanı ve Teşhis, Veteriner Üroloji, Veteriner Viroloji, Zootekni, Genetik ve Biyoistatistik, Veteriner İç Hastalıkları, Hayvan Besleme ve Beslenme Hastalıkları, Görüntüleme Sistemleri, Dölerme ve Suni Tohumlama"
İnci Sena Yurten kimdir?,İnci Sena Yurten Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Cumhuriyeti Tarihi
İbrahim Usta kimdir?,"İbrahim Usta Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çevre Sosyolojisi, Uygulamalı Sosyoloji, Program Değerlendirmesi ve Sosyal Etki Değerlendirmesi, Sosyoloji (Diğer)"
Tahir Eşkil kimdir?,Tahir Eşkil Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Din Psikolojisi
Ejder Ediz Işık kimdir?,"Ejder Ediz Işık Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gazetecilik, Gazetecilik Çalışmaları, İletişim Çalışmaları, Kültür, Temsil ve Kimlik"
Şeyma Nur Demirel kimdir?,"Şeyma Nur Demirel Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beslenme Bilimi, Gıda ve Beslenme Dengesi, Halk Sağlığı Beslenmesi, Klinik Beslenme, Yeme Davranışları, Beslenme ve Diyetetik (Diğer), Beslenme Epidemiyolojisi"
Jafaru Basing Adams kimdir?,"Jafaru Basing Adams Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Fizik Eğitimi"
Gülcan Tokay kimdir?,Gülcan Tokay Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Matematik (Diğer)
Muhammed Emin Demirtaş kimdir?,"Muhammed Emin Demirtaş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kent Morfolojisi, Kent Tarihi, Mimari Tarih, Teori ve Eleştiri, Mimari Tasarım, Mimarlık ve Tasarımda Bilgi Teknolojileri, Mimarlıkta Malzeme ve Teknoloji, Fiziksel Çevre Kontrolü, Evrensel ve Engelsiz Tasarım, Mimari, Yerleşim ve Endüstriyel Ürünlerde Tasarım, Plan ve Proje Uygulama, Tasarım Araçları ve Teknolojisi, Tasarım Kültürü ve Toplumsal Bağlam, Proje ve Yapım Yönetimi, Yapı Endüstrisi Çalışmaları, Teknoloji ve Sistemleri, Yapı ve Çevrede Kalite Yönetimi, Yapı, Çevre, Yerleşim ve Ürünlerde Koruma, Restorasyon, Yenileme, Yapısal Bütünlük ve Hasar, Mimarlık ve Çevre Psikolojisi, Mimarlık Tarihi, Mimarlıkta Estetik"
Mehmet Fatih Çakar kimdir?,Mehmet Fatih Çakar Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kurumsal İletişim
Gökçe Kaya kimdir?,"Gökçe Kaya Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimya, Sağlık Bilimleri"
Jihad Saleem Mohammed kimdir?,"Jihad Saleem Mohammed Fırat Üniversite kurumunda Uzm. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hidrobiyoloji, Sucul Kültür ve Balıkçılık"
Musher Salih kimdir?,Musher Salih Fırat Üniversite kurumunda Okutman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biyokimya ve Hücre Biyolojisi
Nigar Özbey kimdir?,"Nigar Özbey Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme, Bilgisayar Yazılımı"
Filiz Dinler kimdir?,Filiz Dinler Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fen Bilgisi Eğitimi
Enes Çetin kimdir?,"Enes Çetin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Proje ve Yapım Yönetimi, Yapı Endüstrisi Çalışmaları, Teknoloji ve Sistemleri, Yapı İşletmesi, Proje Yönetimi"
Mehmet Geldi kimdir?,"Mehmet Geldi Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İşçi Sağlığı ve İş Güvenliği, Sağlık Yönetimi"
Mustafa Çal kimdir?,Mustafa Çal Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Maden Yatakları ve Jeokimya
Abdullah Özcan kimdir?,Abdullah Özcan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Teknoloji Yönetimi
Beria Nur Kaya kimdir?,Beria Nur Kaya Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uluslararası Siyaset
İlay Buran Kavuran kimdir?,İlay Buran Kavuran Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Tuğçe Erdur Avcı kimdir?,Tuğçe Erdur Avcı Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Oktay Karaduman kimdir?,"Oktay Karaduman Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fizik, Genel Fizik, Malzeme Fiziği, Yoğun Madde Fiziği, Fotonik ve Elektro-Optik Cihazlar, Sensörler ve Sistemler (İletişim Hariç), Yarı İletkenler, Nanoteknoloji"
